UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,NUMBRANCH,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,UGDS,PPTUG_EF,CURROPER,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,PFTFAC,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P10
215983,657800,6578,Sharon Regional School of Nursing,Sharon,PA,16146,Accreditation Commission for Education in Nursing,www.sharonregionalmedical.org/,www.sharonregionalmedical.org/,1,3,41.232638,-80.497236,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,24,0,1,16216,16216,\N,\N,\N,53405,\N,\N,\N,\N,\N,60829
215992,2092500,20925,Laurel Technical Institute,Hermitage,PA,16148,Accrediting Commission of Career Schools and Colleges,www.laurel.edu/,www.laurel.edu/financial-aid/net-price-calculator-lti-hermitage,2,3,41.189936,-80.463868,0.9429,0.9433,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,121,0.0909,1,10912,10912,\N,0.4839,18200,23022,19500,17900,24707,17900,19200,23730
216010,332600,3326,Shippensburg University of Pennsylvania,Shippensburg,PA,17257-2299,Middle States Commission on Higher Education,www.ship.edu/,www.passhe.edu/answers/Calculator/SH/npcalc-216010.htm,1,1,40.057933,-77.522335,0.9392,0.9392,470,580,470,570,410,520,525,520,465,15,23,15,22,16,24,\N,\N,19,19,20,\N,1042,5120,0.0764,1,13544,14272,\N,0.7937,35800,42269,39900,42200,45999,47600,48200,49797
216038,332700,3327,Slippery Rock University of Pennsylvania,Slippery Rock,PA,16057-1383,Middle States Commission on Higher Education,https://www.sru.edu/,https://www.sru.edu/admissions/net-price-calculator,1,1,41.062719,-80.045965,0.7398,0.7398,490,580,490,570,420,520,535,530,470,19,25,18,24,18,24,\N,\N,22,21,21,\N,1075,7332,0.0648,1,9984,14092,\N,0.8698,36300,40673,35700,40900,44467,39500,44800,47391
216047,336400,3364,Saint Charles Borromeo Seminary-Overbrook,Wynnewood,PA,19096,Middle States Commission on Higher Education,www.scs.edu/,www.scs.edu/about-saint-charles/seminary-office-listing/finance-office/financial-aid,1,2,39.99133,-75.255675,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,39,0,1,22570,22570,\N,1,\N,\N,\N,\N,51678,\N,\N,\N
216074,1292900,12929,South Hills Beauty Academy,Pittsburgh,PA,15216,National Accrediting Commission of Career Arts and Sciences,www.shnhbeauty.com/,www.shnhbeauty.com/,1,3,40.38933,-80.041544,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,142,0.3662,1,\N,\N,15850,\N,25000,23523,20600,26300,22314,22200,25300,23610
216083,1326300,13263,South Hills School of Business & Technology,State College,PA,16801-4516,Accrediting Commission of Career Schools and Colleges,www.southhills.edu/,www.southhills.edu/financial-aid/net-price-calculator/,2,3,40.775033,-77.855466,0.9952,0.9952,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,307,0.114,1,18475,18475,\N,0.4912,28100,31447,27200,29000,31499,29300,32900,32008
216162,657400,6574,St Lukes Hospital School of Nursing,Bethlehem,PA,18015,Accreditation Commission for Education in Nursing,https://www.slhn.org/bethlehem,www.sonstlukes.org,1,2,40.607054,-75.394494,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,228,0,1,\N,\N,\N,\N,53100,62213,52000,56600,63652,52700,56600,63222
216223,2206300,22063,The Beauty Institute,Stroudsburg,PA,18360-1720,National Accrediting Commission of Career Arts and Sciences,www.thebeautyinstituteskp.edu/,www.thebeautyinstituteskp.edu/,1,3,40.989612,-75.223872,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,36,0,1,\N,\N,17100,\N,\N,17962,\N,\N,19924,\N,\N,\N
216278,336900,3369,Susquehanna University,Selinsgrove,PA,17870-1025,Middle States Commission on Higher Education,www.susqu.edu/,www.susqu.edu/admission-and-aid/tuition-and-financial-aid/net-price-calculator,1,2,40.797502,-76.875329,0.7304,0.7304,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2225,0.0058,1,51140,51140,\N,0.6333,40200,45206,47000,47900,50990,52200,60900,57789
216287,337000,3370,Swarthmore College,Swarthmore,PA,19081,Middle States Commission on Higher Education,www.swarthmore.edu/,www.swarthmore.edu/financial-aid/net-price-calculator,1,2,39.905159,-75.354278,0.0906,0.0906,690,750,705,790,680,760,720,748,720,31,34,33,36,29,34,8,10,33,35,32,9,1467,1435,0,1,54456,54456,\N,0.9127,44500,51200,50700,56800,58704,68600,70000,72637
216296,791200,7912,Thaddeus Stevens College of Technology,Lancaster,PA,17602-3198,Middle States Commission on Higher Education,www.stevenscollege.edu/,https://31baa9204011a4b7373d-4b45c627b478904b4d98bc32b4be9291.ssl.cf2.rackcdn.com/uploaded/n/0e7999678_1540843394_npcalc1.htm,1,1,40.037951,-76.288718,0.8629,0.8629,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1223,0.0155,1,8450,8450,\N,1,35400,40553,37300,39500,46304,39200,46700,49663
216311,1252300,12523,Talmudical Yeshiva of Philadelphia,Philadelphia,PA,19131,Association of Advanced Rabbinical and Talmudic Schools,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,www.meterware.com/typ/Talmudical_Yeshiva_of_Philadelphia/NetPriceCalculator/,1,2,39.989249,-75.247964,0.8478,0.8478,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,132,0,1,9725,9725,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
216339,337100,3371,Temple University,Philadelphia,PA,19122-6096,Middle States Commission on Higher Education,www.temple.edu/,https://npc.collegeboard.org/student/app/temple,1,1,39.980546,-75.156859,0.7142,0.7142,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,26969,0.0769,1,16970,29882,\N,0.5569,42200,47659,46400,50300,52440,49900,59000,56800
216348,337500,3375,Theological Seminary of the Reformed Episcopal Church,Blue Bell,PA,19422-1257,Commission on Accrediting of the Association of Theological Schools,reseminary.edu/,reseminary.edu/wp-content/uploads/2021/07/NetPriceTemplate21-22.pdf,1,2,40.168935,-75.290124,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
216357,337600,3376,Thiel College,Greenville,PA,16125-2181,Middle States Commission on Higher Education,www.thiel.edu/,www.thiel.edu/finaid,1,2,41.41354,-80.384383,0.8351,0.8351,460,570,460,570,\N,\N,515,515,\N,17,22,15,21,17,23,\N,\N,20,18,20,\N,1031,740,0.0068,1,33520,33520,\N,0.6744,34400,36809,32800,37900,39002,37500,41700,45348
216366,1239300,12393,Thomas Jefferson University,Philadelphia,PA,19107,Middle States Commission on Higher Education,www.jefferson.edu/,jefferson.wbnpc.com/,1,2,39.948274,-75.158266,0.6984,0.6984,550,630,540,640,\N,\N,590,590,\N,20,27,20,27,20,27,\N,\N,24,24,24,\N,1179,3740,0.1404,1,41866,41866,\N,0.3865,67600,56267,86900,79000,62862,85100,99300,67807
216436,783900,7839,Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,15214-3897,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu/,triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,2,3,40.462003,-80.012781,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,109,0,1,17792,17792,\N,1,32400,38068,33500,38800,40911,36100,43700,44656
216445,2129000,21290,Triangle Tech Inc-Greensburg,Greensburg,PA,15601-3304,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu/,triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,2,3,40.303168,-79.539468,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,127,0,1,17758,17758,\N,1,37300,44754,39500,44000,43638,36900,46100,50032
216454,2174400,21744,Triangle Tech Inc-Dubois,Falls Creek,PA,15840-3333,Accrediting Commission of Career Schools and Colleges,www.triangle-tech.edu/,triangle-tech.edu/consumer-information/hea-student-consumer-information-disclosures/net-price-calculator,2,3,41.147974,-78.795923,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,132,0,1,17800,17800,\N,1,37100,39585,34600,39900,40799,38100,41400,46330
216463,2299300,22993,Trinity Episcopal School for Ministry,Ambridge,PA,15003-2397,Commission on Accrediting of the Association of Theological Schools,www.tsm.edu/,www.tsm.edu/tuition_and_fees/,1,2,40.593403,-80.230178,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.2,\N,\N,\N,\N,\N,\N,\N,\N
216524,338500,3385,Ursinus College,Collegeville,PA,19426-1000,Middle States Commission on Higher Education,www.ursinus.edu/,ursinus.wbnpc.com/,1,2,40.193023,-75.456505,0.8044,0.8044,580,670,570,660,\N,\N,625,615,\N,25,30,24,31,23,29,\N,\N,28,28,26,\N,1253,1485,0.0007,1,55210,55210,\N,0.7771,42000,46527,45200,50700,59332,54100,61800,66257
216542,330600,3306,University of Valley Forge,Phoenixville,PA,19460-2373,Middle States Commission on Higher Education,https://www.valleyforge.edu/,https://npc.collegeboard.org/app/valleyforge,1,2,40.117835,-75.5469,0.6303,0.6303,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,454,0.1278,1,22606,22606,\N,0.275,28700,30912,28300,32400,34081,30900,34300,38454
216551,338600,3386,Valley Forge Military College,Wayne,PA,19087-3695,Middle States Commission on Higher Education,www.vfmac.edu/,www.vfmac.edu/net-price-calculator/,1,2,40.053697,-75.382097,\N,\N,\N,\N,\N,\N,330,440,\N,\N,385,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,92,0.0109,1,30975,30975,\N,\N,32900,39473,45700,38200,40744,47900,51400,46892
216579,2061000,20610,Venus Beauty Academy,Sharon Hill,PA,19079,National Accrediting Commission of Career Arts and Sciences,www.venusbeautyacademy.com/,www.venusbeautyacademy.com/net-price-calculator,1,3,39.908715,-75.273105,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,78,0,1,\N,\N,18750,\N,19700,23612,21400,21300,23608,23600,21700,25321
216597,338800,3388,Villanova University,Villanova,PA,19085-1699,Middle States Commission on Higher Education,www.villanova.edu/,https://npc.collegeboard.org/student/app/villanova,1,2,40.039388,-75.345457,0.3066,0.3066,650,710,670,750,590,690,680,710,640,30,33,31,35,27,32,\N,\N,32,33,30,\N,1406,6980,0.0268,1,57460,57460,\N,0.656,64700,77358,66300,75900,80720,78100,87600,90613
216630,658200,6582,Washington Health System School of Nursing,Washington,PA,15301,Accreditation Commission for Education in Nursing,www.whs.org/,www.whs.org/,1,2,40.183984,-80.245709,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,42,0,1,\N,\N,\N,\N,48400,43651,49000,51700,56667,46300,50800,58751
216667,338900,3389,Washington & Jefferson College,Washington,PA,15301,Middle States Commission on Higher Education,www.washjeff.edu/,www.washjeff.edu/net-price-calculator-1,1,2,40.170622,-80.24049,0.9018,0.9018,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1164,0.0052,1,50169,50169,\N,0.7467,45400,50312,43200,53700,57949,51400,60100,64199
216694,339100,3391,Waynesburg University,Waynesburg,PA,15370-1257,Middle States Commission on Higher Education,www.waynesburg.edu/,https://www.waynesburg.edu/admissions/financial-aid/net-price-calculator,1,2,39.899871,-80.186205,0.8996,0.8996,490,590,490,580,420,520,540,535,470,19,24,17,24,17,25,\N,\N,22,21,21,\N,1082,1244,0.0297,1,26500,26500,\N,0.3756,43800,44027,42000,48200,49469,47000,51200,53183
216746,1162200,11622,Welder Training and Testing Institute,Allentown,PA,18109-3253,Accrediting Commission of Career Schools and Colleges,www.wtti.edu/,www.wtti.edu/NetPriceCalculator/npcalc.htm,1,3,40.626469,-75.447263,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,65,0.1846,1,\N,\N,10875,\N,42100,50654,34200,43600,49139,\N,46700,40720
216764,332800,3328,West Chester University of Pennsylvania,West Chester,PA,19383,Middle States Commission on Higher Education,https://www.wcupa.edu/,www.passhe.edu/answers/Calculator/WE/npcalc-216764.htm,1,1,39.953398,-75.59812,0.8625,0.8625,510,600,500,580,470,570,555,540,520,20,26,19,26,18,25,\N,\N,23,23,22,\N,1100,14437,0.0966,1,10471,22295,\N,0.7055,39500,46701,41200,44400,51647,46900,51200,53418
216773,658300,6583,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,15224,Accreditation Commission for Education in Nursing,www.ahn.org/education/west-penn-hospital-school-nursing,www.ahn.org/health-care-professionals/education/nursing/west-penn-hospital/net-price-calculator.html,1,2,40.462132,-79.945111,0.6552,0.6552,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,123,0,1,10207,10207,\N,\N,44800,60799,48100,53700,61370,\N,50400,65267
216782,2202300,22023,Pittsburgh Career Institute,Pittsburgh,PA,15219-1907,Accrediting Council for Independent Colleges and Schools,https://www.pci.edu/,https://pci.edu/wp-content/uploads/2019/10/index.html,1,3,40.442726,-79.99591,0.9744,0.9744,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,217,0.1982,1,15064,15064,\N,\N,21500,22742,24300,25000,25323,24900,26200,28262
216807,339200,3392,Westminster College,New Wilmington,PA,16172,Middle States Commission on Higher Education,www.westminster.edu/,www.westminster.edu/admissions/financial-aid/101.cfm,1,2,41.119272,-80.331017,0.7651,0.7651,\N,\N,\N,\N,440,560,\N,\N,500,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1094,0.0064,1,37675,37675,\N,0.6328,36000,39785,37500,45100,46633,46100,47200,49002
216816,339300,3393,Westminster Theological Seminary,Glenside,PA,19038,Middle States Commission on Higher Education,https://www.wts.edu/,\N,1,2,40.09815,-75.176327,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
216825,1017600,10176,Westmoreland County Community College,Youngwood,PA,15697-1895,Middle States Commission on Higher Education,https://westmoreland.edu/,https://westmoreland.edu/netpricecalculator/npcalc.htm,1,1,40.234321,-79.564897,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2915,0.553,1,5598,13722,\N,0.2523,29100,29301,29100,32000,33035,30500,35200,35821
216852,331300,3313,Widener University,Chester,PA,19013-5792,Middle States Commission on Higher Education,https://www.widener.edu/,https://www.collegenpc.com/WidenerUniversity,1,2,39.861689,-75.355363,0.7458,0.7458,515,600,520,610,\N,\N,558,565,\N,20,26,19,25,18,26,\N,\N,23,22,22,\N,1126,2866,0.0834,1,48575,48575,\N,0.4075,47500,53312,51300,53600,59740,54200,59100,62030
216931,339400,3394,Wilkes University,Wilkes-Barre,PA,18766,Middle States Commission on Higher Education,https://www.wilkes.edu/,https://www.wilkes.edu/admissions/financial-aid/undergraduate-aid/types-of-aid/net-price-calculator.aspx,1,2,41.244199,-75.890262,0.9177,0.9177,520,620,520,610,440,550,570,565,495,20,26,19,25,19,26,\N,\N,23,22,23,\N,1137,2131,0.0638,1,38752,38752,\N,0.4259,47200,51153,51000,54000,52779,55200,58600,56992
216940,4123800,41238,Williamson College of the Trades,Media,PA,19063-5299,Accrediting Commission of Career Schools and Colleges,https://www.williamson.edu/,https://www.https//npc.collegeboard.org/app/williamson,1,2,39.90807,-75.422024,0.3022,0.3022,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,249,0,1,28320,28320,\N,0.6111,\N,\N,\N,\N,\N,\N,\N,\N
217013,339600,3396,Wilson College,Chambersburg,PA,17201-1285,Middle States Commission on Higher Education,www.wilson.edu/,https://npc.collegeboard.org/student/app/wilson,1,2,39.949659,-77.650712,0.922,0.922,470,540,470,560,400,500,505,515,450,18,24,16,23,18,26,\N,\N,21,20,22,\N,1030,735,0.1932,1,26090,26090,\N,1,29400,31612,31400,32200,35128,33700,34000,34817
217040,1313400,13134,Yeshivath Beth Moshe,Scranton,PA,18505-2196,Association of Advanced Rabbinical and Talmudic Schools,https://yeshivabethmoshe.com/,yeshivabethmoshe.com/wp-content/uploads/Net Price 18.html,1,2,41.394852,-75.656191,0.8333,0.8333,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,39,0,1,9800,9800,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
217059,339900,3399,York College of Pennsylvania,York,PA,17403-3651,Middle States Commission on Higher Education,www.ycp.edu/,https://www.collegenpc.com/ycp,1,2,39.94614,-76.727984,0.7077,0.7077,500,590,490,600,450,550,545,545,500,19,26,17,24,18,26,\N,\N,23,21,22,\N,1096,3686,0.0673,1,21700,21700,\N,0.4257,40100,45864,43400,47300,51519,48800,52200,54892
217077,2127400,21274,YTI Career Institute-York,York,PA,17402,Accrediting Commission of Career Schools and Colleges,www.yti.edu/,www.yti.edu/financialaid/npcalc.asp,1,3,39.992432,-76.660321,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,708,0,1,\N,\N,30191,\N,30000,32395,34100,33200,35057,36900,37900,37872
217156,340100,3401,Brown University,Providence,RI,2912,New England Commission on Higher Education,www.brown.edu/,https://npc.collegeboard.org/app/brown,1,2,41.82617,-71.40385,0.0767,0.0767,710,770,730,790,690,780,740,760,735,33,35,34,36,30,35,\N,\N,34,35,33,\N,1508,6632,0.005,1,60696,60696,\N,0.9165,64800,60341,65600,76500,76306,75300,89100,78943
217165,340200,3402,Bryant University,Smithfield,RI,02917-1291,New England Commission on Higher Education,https://www.bryant.edu/,https://tcc.ruffalonl.com/Bryant University/Freshman-Students,1,2,41.920092,-71.539547,0.7579,0.7579,560,630,560,650,\N,\N,595,605,\N,25,30,\N,\N,\N,\N,\N,\N,28,\N,\N,\N,1211,3275,0.0064,1,46863,46863,\N,0.6071,58900,70109,53800,66800,73569,61800,77600,91105
217235,340400,3404,Johnson & Wales University-Providence,Providence,RI,02903-3703,New England Commission on Higher Education,https://www.jwu.edu/campuses/providence/,https://enroll.jwu.edu/register/NPCPVD?_ga=2.236136391.752362341.1629739669-391300583.1600981500,4,2,41.819956,-71.41277,0.8651,0.846,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5090,0.0955,1,34736,34736,\N,1,33400,36268,33800,37600,39371,37000,42200,41977
217305,784500,7845,New England Institute of Technology,East Greenwich,RI,02818-1205,New England Commission on Higher Education,https://www.neit.edu/,https://www.neit.edu/admissions-aid/net-price-calculator,1,2,41.661783,-71.502892,0.6914,0.6914,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1843,0.1432,1,31827,31827,\N,0.3766,35800,38892,35800,41200,41255,40500,45800,45100
217323,2584400,25844,New England Tractor Trailer Training School of Rhode Island,Pawtucket,RI,2860,Accrediting Commission of Career Schools and Colleges,www.nettts.com/,www.nettts.com/commercial-drivers-license.html,2,3,41.880296,-71.405906,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,458,0,1,\N,\N,10995,\N,37500,47009,34800,38800,43933,\N,42500,49066
217402,340600,3406,Providence College,Providence,RI,02918-0001,New England Commission on Higher Education,www.providence.edu/,https://npc.collegeboard.org/student/app/providence,1,2,41.842742,-71.437446,0.5386,0.5386,610,680,600,680,\N,\N,645,640,\N,27,31,27,34,25,30,\N,\N,29,31,28,\N,1301,4242,0.0356,1,54388,54388,\N,0.638,51800,62565,53000,60400,70433,63200,73400,69532
217420,340700,3407,Rhode Island College,Providence,RI,2908,New England Commission on Higher Education,www.ric.edu/,www.ric.edu/financialaid/Pages/npcalc.aspx,1,1,41.842415,-71.46556,0.8127,0.8127,450,560,420,540,400,500,505,480,450,18,25,\N,\N,\N,\N,6,8,22,\N,\N,7,988,5892,0.2206,1,10260,24735,\N,1,35900,40888,35300,40700,43019,39500,43900,49249
217475,340800,3408,Community College of Rhode Island,Warwick,RI,02886-1807,New England Commission on Higher Education,www.ccri.edu/,webfor.ccri.edu/calc/calc_pell.cfm,1,1,41.712817,-71.481509,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12693,0.5578,1,4806,12884,\N,1,28400,32333,29000,31700,32336,32800,34300,35848
217484,341400,3414,University of Rhode Island,Kingston,RI,2881,New England Commission on Higher Education,https://web.uri.edu/,https://web.uri.edu/ir/netprice-2/,1,1,41.484691,-71.527356,0.7551,0.7551,550,630,540,630,470,570,590,585,520,23,28,22,28,22,27,\N,\N,26,25,25,\N,1183,13971,0.0918,1,15004,32578,\N,0.6912,42500,51827,46100,50700,58528,51200,58400,66484
217493,340900,3409,Rhode Island School of Design,Providence,RI,02903-2784,New England Commission on Higher Education,www.risd.edu/,risd.studentaidcalculator.com/survey.aspx,1,2,41.825935,-71.407692,0.2712,0.2712,610,700,640,770,580,690,655,705,635,27,32,27,35,25,30,\N,\N,30,31,28,\N,1361,1736,0,1,54890,54890,\N,0.3504,42600,45592,38100,49200,54771,47300,56400,58131
217518,341000,3410,Roger Williams University,Bristol,RI,02809-2921,New England Commission on Higher Education,https://www.rwu.edu/,https://rwu.studentaidcalculator.com/survey.aspx,2,2,41.650214,-71.260374,0.8601,0.8601,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4224,0.0938,1,38274,38274,\N,0.3929,44100,51017,42300,49500,55597,48500,56000,64743
217536,341100,3411,Salve Regina University,Newport,RI,02840-4192,New England Commission on Higher Education,www.salve.edu/,salve.wbnpc.com/,1,2,41.471545,-71.30124,0.7462,0.7462,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2141,0.0276,1,42920,42920,\N,0.9435,45900,47306,43700,54200,60563,47900,57700,68304
217581,1260608,12606,Empire Beauty School-Warwick,Providence,RI,2903,National Accrediting Commission of Career Arts and Sciences,www.empire.edu/,www.empire.edu/net-price-calculator,9,3,41.821724,-71.422425,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,83,0.2892,1,\N,\N,17250,\N,20000,20056,22200,20900,22527,22200,23000,26171
217606,3570500,35705,Northpoint Bible College,Haverhill,MA,1835,Association for Bibical Higher Educaiton,www.northpoint.edu/,www.northpoint.edu/,1,2,42.765357,-71.079335,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,255,0.2667,1,13493,13493,\N,0.1139,25000,31078,24400,29900,42475,31000,33500,33348
217615,1005600,10056,Aiken Technical College,Graniteville,SC,29829,Southern Association of Colleges and Schools Commission on Colleges,https://www.atc.edu/,https://www.atc.edu/netpricecalculator/npcalc.htm,1,1,33.533833,-81.841666,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1738,0.6548,1,4946,6880,\N,0.3176,26700,29482,26500,28900,30361,28300,30600,32781
217624,341700,3417,Allen University,Columbia,SC,29204,Southern Association of Colleges and Schools Commission on Colleges,www.allenuniversity.edu/,www.allenuniversity.edu/net-price-calculator/,1,2,34.010348,-81.020045,0.6458,0.6458,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,656,0.1204,1,13340,13340,\N,1,18200,22158,20500,23300,22898,22000,26400,28816
